State,class
"R,R.A.R+U.V.U.R.R.A.S.r.V.U,U.R.U.u.R.A.a.U.W.W.R.U.U.r.W.U.R.U.r.U.R.U.u.U.R.U.A.u.u.U.S.r.U.r.U.U.u.u.W.U.R.W.r.u.W.B.b.d.R.S.u.W.r.r.d.A.F.A.r.D.w.r.B.R.U.R.S.R+U.R,W.R.R.A.R.U.U,U.R,U.r.w.R.R.A.R.R.u.R.R.r.U.D.U.u.U.r.r.r.u.r.u.r.u.r.R.U.U.u.R.R.u.R.R.r.R.D.r.r.A.r.u.u.A.r.u.R.R.R.U.U.R.R.R.R.R.W.U.R.r.r.F.U.U.r.r.r.w.r.r.r.R.R.r.R.R.D.a.U.U.r.r.F.R.U.R.w.U.R.U.R.R.r.A.R.a.r.U.R.w.u.D.U.R.R.R.U.d.A.A.R.W.R.R.r.R.W.R.R.r.r.r.r.r.A.r.U.R.R.r.r.r.a.r.a.R.R.R.r.r.a.A.R.R.r.w.R.R.w.R.r.r.r.r.r.r.r.R.R.R.R.r.R.R.U.R.R.u.u.R.u.U.U.u.r.r.U.R.R.R.r.U.R.r.R.U.r.r.R.R.R.r.r.R.r.U.R.R.W.r.r.A.r.A.r.R.r.r.r.R.R.r.r.u.R.R.u.U.a.R.R.r.r.R.R.U.R.S.s.r.R.A.R.R.A.R.V.R.R.R+W.A.U.U.U.R.U.U.u.U.U.U.D.U.U.r.r.U.U.r.u.u.r.u.u.u.U.u.D.A.r.U.u.r.u.u.u.D.u.r.u.D.u.r.r.u.U.V.u.R.r.R.R.u.D.r.U.U.U.R.R.R.u.r.A.u.R.W.r.D.A.r.r.B.U.W.R.u.r.r.a.u.u.u.u.A.r.D.S.u.U.r.r.f.w.D.R.R.S.u.R.r.A.U.u.D.R.r.R.D.R.R.r.r.A.D.r.u.U.s.S.d.D.U.U.W,R.D.r.r.d.U.U.u.u.R.R.u.R.U.R.U.r.U.r.D.U.R.R.U.r.U.U.U.r.U.R.U.U.r.U.R.U.U.R.R.U.U.U.R.U.U.R.R.u.U.U.R.S.u.U.A.W.U.R.R.S.s.r.V.R.S.U.r.r.R.U.R.R.R.W.u.R,S.A.r.R.U.U.S.b.b.d.S.S.R.v.S+U.R.U.R+U.U.R.r.u.U.r.U.u.u.U.R.r.R.R.U.U.U.U.R.R.U.U.U.R.U.S.D.U.R.R.U.U.R.U.U.U.R.w.U.U.r.D.U.W.D.D.S.S.b.A.R.W.r.u.R.V.R.R.U.U.R.u.U.s.U.s.R.s.F.u.u.S.S.U.U.r.U.A.D.s.R.S.U.S.R.V.V.u.W.S.D.S.R.u.U.S.r.u.u.U.r.u.s.s.s.V.s.E.U.U.S.V.U.U.S.r.W.v.S.R.v.U.B.r.r.R.V.R.U.R.V.S.R.V.U,U.U.U.R,U.R.W.u.r.U.R.R.u.R.u.r.u.S.R.r.R.V.U.R.d.u.v.d.r.v.u.V.U.U.U.U.u.r.U.u.R.R.R.R.V.U.U.S.S.R.U.W.U.r.U.B.R.V.R.U.S.s.U.R.D.U.U.R.u.s.U.R.R.U.S.U.u.U.W.v.r.V.S.U.w.D.R,R.R.U.R+A+R.R,U.R.W.D.S.r.r.U.R,R.R+R.R+R.R+R.R,U.R.R.D.R.r.U.R.U.R,R.R,U.R.W.r.U.R.U.U.R.R.R.R.U.r.R.U.R.R.u.R.r.r.u.u.U.R.U.R.W.r.R.u.A.D.u.a.r.u.U.A.r.U.u.D.r.r.r.u.r.U.U.r.R.U.u.A.U.R.r.r.U.U.R.A.r.u.U.r.r.u.u.R.u.r.r.u.u.r.R.R.r.R.r.U.R.u.r.A.U.R.r.u.R.R.U.u.A.r.D.r.w.r.W.R.A.R.R.U.U.R.R.r.r.r.A.r.a.u.u.U.u.R,R.R,U.R.R.D.R.r.V.R.U.U.U.R,r,U.R,r+R.R,U.R.R.d.S.r.U.R.U.R,R.R+R.S+R.R+R.R+R,R.u.U.U.u.D.R.U.u.R.r.U.r.D.u.D.D.R.R.D.R.R.r.U.r.U.D.u.R.R.u.U.u.R.U.s.U.U.R.R.U.U.R.U.u.U.R.u.U.R.u.R.U.S.S.b.d.R.U.W.r.U.V.R.u.W.R.R.R.U.U.R.u.U.r.R.R.R.A.s.r.r.R.R.r.R.R.W.r.U.R.V.R.R.U.V.V.S.U.S.S.v.r.R.r.R.U.r.U.v.R.R.R.u.s.U.U.D.D.R.r.U.S.r.W.W.R.R.u.R.W.r.r.R.S.W.r.U.R.R.D.R.S.R.U.u.R.R.U.U.R.R.R.U.U.r.u.r.u.A.u.r.u.r.u.r.u.r.u.r.u.r.D.A.u.F.u.F.R.U.s.R.U.S.s.S.S.S.S.S.S.U.R.U.A.D.A.u.r.u.A.u.r.u.U.R.u.u.u.r.u.r.D.A.r.r.r.u.r.u.r.u.A.u.r.r.U.U.B.r.r.u.u.r.r.u.u.R.r.D.U.R.R.R.U.U.r.r.r.u.U.R.r.r.R.S.U.u.s.S.s.S.S.s.s.s.S.W.A.S.U.u.D.U.W.U.u.u.U.U.U,R.A.U.a.s.r.a.D.r.U.R.U.r.u.r.a.U.R.U.R.V.R.R.R.U.R.U.U.r.r.u.U.R.u.U.U.R,R.R+R.R,U.R,R.R,U.u.U.w.D.R.s.V.D.U.r.u.u.u.R.S.B.b.r.R.U.r.r.u.d.R.u.r.u.r.u.r.D.A.u.R.U.U.u.R.R.U.U.R.u.A.R.U.r.u.U.u.R.U.U.U.R,W.R+R.R.U.R.R.u.S.r.V.R.R+R.R+R.R+R.S,S.b.b.d.R,U.S.V.r.U.R,U.R.R.u.S.u.r.U.R,R+R.U,U.D.R,R.U,U.U.U.R,R.R.D.S.r.U.R.u.R,R.R+R.S,S.b.d.R,R.R+R.R+U.R.R.D.R.r.V.R.R.U.R,R.D.U,R.u.R.R.D.R,R.R+R.R,U.R,R.R,R.d.R.U.R.R.w.R.U.U.U.R,R.R,U.R,R.S,S.b.b.d.R.U.R,R.D.R,R.R,U.U.R,R.R,S.u.r.R.E.R.U.R.U.R.U.R,R.R+R.S+R.R+R.R,R.R.d.R.r.v.R.D.U.R,R.R+R.R+R.R+R.R+R.R,U.R.R.S.r.U.R.U.R.U.R.U.U.R.U.R,v,U.R,R.R+R.R+r,U.R.R.d.R.R.u.R.r.R.R.U.R,R.R,R.u.U,U.U.R,R.R+R.R,R.E.R.U.r.R.D.R.U.R,R.R+R.U+U.R.R.R.U.U.R.r.U.R.U.U.u.u.R.U.r.u.R.U.R.U.R.R.U.r.u.w.R.r.u.r.r.A.u.r.r.u.A.r.r.R.R.U.U.R.r.a.A.D.R.U.U.U.R,U.R.R.D.R.R.U.R.U.U,U.u.u.S.A.U.R.U.R.R.r.R.U.R.W.R.r.u.U.U.u.r.U.R.U.R.U.D.R,R.U,R.R.U.R,R.R+W.R.U.R.R,R.r.R.R.u.R.U.R.U.R.u.D.r.R.R.R.u.r.u.r.U.R.r.R.A.U.R.r.u.r.u.r.r.r.D.R.R.A.u.a.u.u.R.u.R.U.R.R.r.R.U.R,R.R+R.U,R.U.R.u.R.r.U.U.R.R.r.u.D.r.U.r.a.A.A.R.R.u.R.R.U.R.U.D.R.U.R.R.r.A.D.r.d.R.U.R,U.R.R.D.S.r.U.R.U.R,R.R,R.D.D.R,R.R,U.R,R.R,U.R.R.D.R.R.D.R.U.R,R.R+R.R+R.S+R.R,W.R.R.F.S.r.V.R.U.D.U.R,R.R+R.R,R.D.R.U.R.A.V.R,R.S,R.U.R,R.R+R.R+R.R,U.R.R.u.S.r.V.R,R.R+R.W+R.R+R.R.U.r.R.R.u.R.U.U.R.U.U.W+R.W,U.D.W,R.U.U.W.U.R,U.R.R.u.R.r.U.W.R.U,U.R,R.R+R.R+R.R+R.R.U.R.R.u.R.r.U.R.U.R.R.U.R,W.W+R.R+R.D.R.U.S.r.V.R.R.U.R.R.U.R+R.R+R.R+R.R+R.R+R.R,U.R.R.F.S.r.U.R.U.U.U.R,R.R+R.S+R.R,U.R.R.d.R.R.D.R.U.R,R.R+R.W+R.R+R.R+R.R,U.W.R.u.R.r.U.W.U.U,U.Z,R.R+R.R+R.R,U.R.R.D.S.r.U.R.U.R,R.R+R.R+R.U,U.U.U.R,R.E.R.U.r.R.w.R.R.D.R,R.R,U.R.U.U.U.u.B.A.u.R.U.w.r.W.u.S.s.v.R.S.w.S.D.R,R.U,U.U,R.A.r.r.r.R.R.w.r.r.U.R.w.u.r.r.D.u.R.d.u.u.u.u.u.R.R.r.U.U.R.U.R.r.U.r.r.W.u.u.U.r.w.W.R.u.U.r.r.V.R.R.U.R.U.R.r.R.w.D.r.w.u.u.u.R.U.R.u.R.U.r.A.u.r.r.r.R.W.r.u.U.R.u.u.R.r.U.R.R.u.A.R.U.r.F.u.u.R.R.r.U.R.R.R.R.U.R.R.U.R.R.R.U.W.u.R.R.r.w.u.R.R.R.w.r.U.R.U.R.R.R.U.U.R.U.R.R.F.R.R.U.U.U.R.U.R.U.R.u.r.r.u.R.R.U.R.R.R.U.U.U.A.r.r.R.a.r.r.R.R.U.U.U.R.R.R.R.U.U.R.U.R.R.R.R.A.D.d.r.r.r.R.A.U.U.D.R.R.r.R.R.r.r.R.D.U.R.U.r.U.A.W.R.r.r.r.d.r.R.R.B.U.R.r.a.R.R.R.R.r.r.s.r.r.r.r.R.R.a.r.R.r.r.u.r.u.D.A.U.R.R.R.A.R.R.R,R.R.U.W.U.r.f.R.U.R.R.R.U.R.u.U.r.r.U.U.r.w.r.A.U.U.u.R.R.u.R.R.R.U.U.R.R.U.u.r.r.D.r.D.u.r.R.r.R.R.R.U.R,U.R,R.R,R.R.U.W.R.R.U.R.R.u.R.r.R.d.R.R.D.R.R.D.R.r.U.U.w.U.U.R.U.W.R.r.R.U.R.R.S.r.V.R.V.R.U.R.R.D.R.R.D.R.U.R.W.D.R.R.U.R.R.R.R.U.R.R.D.R.R.D.R.R.u.R.R.u.W,R.R,R.u.R,R.R.U.S,S.b.b.d.R,U.R,R.u.R.R.r.R,R.A.R.U.w.u.u.R.U.W.U.R.r.U.R.R.u.U.R.R.w.R.U.R.U.U.R.v.R.R.u.a.d.A.u.r.u.A.a.A.u.r.A.R.R.A.r.u.r.w.r.r.r.r.u.r.r.u.u.r.r.u.A.u.r.u.u.U.A.r.R.U.A.v.u.r.u.A.u.R.D.r.U.u.r.R.R.R.R.U.U.U.U.r.W.D.U.u.U.R.R.u.R.U.r.u.R.U.R.r.R.R.U.R.U.R.u.u.U.R.U.R,R.R,U.R.R.u.W.r.V.R,R.R.R.R+R.R+R.R+R.R,U.r.U.R.U.R,R.W.S.b.b.d.R+R.R+R.U+R.R.u.R.r.U.R.R.U.R.u.u.S+R.S,S.b.u.R,R.R,R.u.R.U.R.W.D.R.U.R,W.R+R.R+R.S,S.b.b.R,R.R.U.R.D.U.U.d.R.R.R.U.R.U.r.R.U.R.R.u.R.R.R.r.A.A.r.a.A.D.s.U.U.R.R.A.R.R.A.W.R.R,U.R.R.D.S.r.V.R.U.R.U.u.u.R.U.R.U.u.u.u.r.u.U.R.R.D.U.U.U.R.R.r.U.U.R.U.R.R.u.U.U.U.R.R.U.s.A.u.A.u.r.u.r.R.U.R.R.A.r.D.U.r.R.R.U.U.R.r.U.W.R.r.U.R.r.U.r.U.U.U.r.R.d.U.U.R,R.R,U.R.U.R.R.r.U,U.R.R.U.U.B.U.U.u.R.R.D.U.U.R.U.U.R.U.U.F.u.D.D.U.r.u.A.u.R.R.U.r.u.R.u.E.D.u.r.r.U.u.u.u.D.u.w.r.A.U.u.u.u.u.u.u.r.A.u.u.r.u.r.A.W.D.U.U.U.R.R.r.R.u.u.r.u.u.u.U.U.R,R.U,U.S.R.u.R.U.U.u.u.r.S.R.U.u.R.R.r.R.U.U.u.A.U.A.r.U.U.U.u.A.r.D.u.r.u.u.u.u.r.A.D.u.u.A.u.u.D.R.U.D.D.A.A.D.u.d.u.u.r.r.u.D.D.d.D.A.u.u.u.D.r.r.u.r.U.d.R.R.R.R.R.r.R.R.U.U.R.r.R.R.D.U,U.r.u.u.R.U.D.u.U.u.u.u.W.U.R.U.R,R.R.D.R.R.u.R.R.R.U,W.U,U.U.R.R.d.U.U.R.R.r.R.R.R.R.u.U.u.U.U.R.R.R.R.w.R.U.R.r.u.u.U.r.u.R.u.U.R.r.D.r.w.r.u.R.u.R.U.R.r.u.u.U.u.r.u.R.R.w.R.r.D.U.U.w.u.R.R.u.D.R.U.R.U.U.u.r.r.r.r.U.R.U.R,U.u.R.R.U.U.u.A.r.R.U.u.R.U.U.R.U.r.a.a.r.r.R.R.R.R.U.U.R.r.R.R.R.R,U.R.W.U.U.u.a.u.R.U.U.R.R.U.R.u.R,R.R,U.S.S.R.R.u.A.U.r.u.D.r.U.u.R.R.r.r.R.U.u.U.a.U.r.r.d.r.r.A.U.u.r.A.r.s.r.b.u.r.u.r.R.R.r.R.U.U.D.D.u.A.r.A.A.r.R.R.S.r.V.R.w.R.S.r.R.U.R.S.R.U,U.u.R,R.R,U.R.R.D.R.r.U.R.U.R,R.U.S.S.b.b.d.R,U.u.R.r.R.R.R.u.R.u.u.R.U.u.U.r.R.d.D.U.U.R.U.R.U.r.U.r.u.r.u.R.U.r.r.A.D.D.a.r.R.R.R.R.r.S.S.R.U.V.r.R.R.R.U.U.U.R.U.R.U.A.r.U.U.w.r.u.U.R.U.u.U.R.R.U.U.R.U.U.r.R.U.U.R.R.R.D.R.R.R.R.S.R.R.R.R.R.u.A.R.d.U.U.U.U.U.U.R,R.R,U.R,R.R+R.V,F,U.R.R.u.R.R.R.U.R,R.U,r,R.U,R.R,R.R+R.S,S.b.b.d.R,R.D.R.U.R.R.D.U.U.R,U.R,R.R+R.R+R.R,U.R.R.R.r.U.U.R,R.R+R.R+R.R+r,U.R.R.D.S.r.U.R.U.R,R.R+R.S+R.R,U.R.R.d.S.A.U.R,R.S,S.b.b.d.S,R.R,U.U.U.R.R.D.R.R.R.U.U.S.U.U.R.V.U,U.U.U.U.U.R.U.U.U.U.S.R.U.s.V.V.U.r.B.R.R.D.r.U.U.r.V.U.W.R.V.R.U.R.U.R.r.D.a.U.S.R.u.U.U.R.U.S.U.R.U.S.U.S.U.S.U.R.u.U.r.R.S.R.U.R,R.d.U.w.R.R.U.S,R.U.V.u.R,R.R+R.R,U.R.R.D.S.r.U.R.U.R,r+R.R+R.R+s,R.U.R.U.R.U.R.U.R,R.R.U.R+R.R+R.R,U.R.R.D.R.R.R.U.R,R.R+R.R+R.R+R.R,R.R.D.U.A.A.U.R.W.W.U.R.U.W.U.R,R.W,U.R,R.R+R.R,U.R.R.D.R.r.r.U.U.U.R,R.R+R.R+R.R,U.R.R.D.R.R.D.R.U.R,R.R+R.R+R.R,R.u.R.U.R.r.U.R.U.R.U.R,R.R+R.R+R.W+R.R,U.R.R.D.S.r.U.R.U.R,r+R.U,U.U.U.R,r,U.R.R.D.R.R.D.R.U.U.U.R,R.R+R.R+R.R+R.W,U.R.R.u.R.U.R.U.R,R.R+R.U+U.d.R,R.V,U.R.R.D.R.R.D.R.R.U.R,R.R+R.R+R.R+R.R,R.u.R.U.R.R.D.R.U.R,R.R+R.R+R.R,U.R.R.d.S.r.U.R.U.W,R.R+R.R+R.W+R.R+R.R,R.A.R.R.A.R.R.a.R.R.A.V.R.r.R.R.r.R.R.R.R.A.R.R.r.R,R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.A.R.R.A.R.W.R.R.R.R.S.u.r.R.d.R.U.R.R.r.R.U.U.U.R.R.R.R.A.R.R.r.R.R.A.R.R.A.R.R.r.R.R.r.R.R.r.R,R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.A.R,R.r.R.R.A.R.R.r.R.R.R.R.A.R,R.r.R.R.r.R.R.r.W.R.A.R.W.a.R,R.r.R.R.r.R.R.r.R.R.r.R,R.r.R.R.r.R.R.A.R.R.A.R.R.r.R.R.r.R.R.r.R.R.A.R.R.r.R.R.r.R.R.R.R.r.R.R.r.R,R.r.R.R.A.R.R.r.V,R.F.R.R.R.W.r.R.R.r.R,R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.W.R.A.R.R.r.R.R.r.R.R.r.R.R.R.R.r.R.R.r.R.R.w.R.R.A.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.a.W.R.r.R,R.w.R.R.A.R.R.D.R.U.R.A.U.R.U.V.r.R.V.R.R.r.R.R.r.R.R.r.R.R.R.R.r.R.R.r.R.R.r.R.R.r.R.R.a.R.R.r.R,R.r.R.R.R.R.r.R.R.A.R.R.r.R,R.R.R.a.R.R.A.R.R.A.R.R.r.R.R.A.R.R.r.R.R.r.R.R.r.R.R.a.R.R.r.R.R.r.R.R.r.R.R.r.R.R.A.R.R.r.R.R.r.W.R.r.R.R.r.R.R.a.S.A.R.r.R.R.r.R.R.A.R.R.r.R.R.r.R.R.A.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.W.r.R.R.R.R.r.R.R.a.R.R.r.R.R.A.R.R.A.R.R.r.R.R.R.R.r.R.R.r.R.R.r.R.R.r.R.R.A.R.W.r.R.R.A.R.R.r.R.R.A.R.R.r.R.R.A.R.R.A.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.r.R.R.A.U.U.u.U.R.R.r.U.A.R.A.R.R.r.R.R.R.R.R.R.A.R.R.r.R.R.r.R.R.r.R.U.R.R.D.R.u.r.U.R.R.r.R.R.r.R.R.A.R.R.A.R.R.r.R,R.R+R.R+R.D.R.U.R.R.d.R.W.R.U.U.U.R+R.R+R.R+U.W.R.u.R.r.U.R.R.R.U.R+a+R.R+R.R,U.R.R.u.R.R.D.R.U.R,W.R.R,R.R+R.R+R.R,U.R.R.D.R.r.U.R.U.R,R.R+R.R+s,R.R.u.U.r.R.d.R,R.R+R.R,R.R.U.R.r.U.R,R.U,U.R.U.D.u.R.R.U.R.U.R.U.R.R.u.U.U.S.R.S.R,R.R+R.W+R.R.U.U.A.U.U,U.R,R.R+W.R,U.R.R.D.R.R.D.U.R.D.u.R,W.R+R.R+R.R+R.R.U.R,U.R.R.u.R.R.D.R.U.R.R.U.R,R.U+U.U.U.R.R+R.R+R.R+U.R.R.D.R.r.U.W.R.R.U.R+R.R+s,R.U.R.U.r.r.U.R,R.U,U.R,R.R+R.R,U.R.R.d.R.R.D.R.U.U.U.R,R.R+a+R.R+R.R,R.u.S.S.b.b.d.S,R.R.u.U.R.R.u.u.R.U.U.A.U.U.R.R.R.r.D.R.U.u.u.u.u.u.u.A.U.R.R.U.R.U.R.r.R.R.r.R.U.S.V.U.u.U.U.U.R.R.u.U.E.R.U.U.U.R.R.u.R.u.R.u.r.U.R.U.R.R.R.W.U.R.U.R.U.u.u.u.u.U.R.R.U.R.r.U.u.r.U.r.u.U.r.U.U.R.R.U.r.U.U.U.r.u.U.U.U.D.D.R.U.R.R.d.R.r.U.R.U.S.r.S.R.R.r.R.U.U.S.u.U.s.R.R.R.R.A.r.A.a.A.A.a.a.a.A.r.A.A.A.s.R.u.a.r.a.S.R.V.R.U.S.s.R.r.V.R.U.R.S.r.r.r.u.U.U.U.R.R.U.U.r.R.D.U.U.V.u.U.U.r.U.R.U.U.u.R.r,R.A.R.R.r.R,R.R+R.R,W.R.R.D.S.r.U.R.U.R,R.R+R.R+R.R+R.R,U.R.R.D.R.R.D.R,R.R+R.R,U.R,R.R+R.R,R.D.R.U.S.r.U.R.U.S.S.R,R.R+W.R+R.R+R.U,U.U.U.R,U.R.R.D.R.R.D.R.U.R,R.R+R.R+R.R+R.R,R.A.R.U.R.R.u.R.R.u.R.U.U.U.r.R.u.u.R.r.A.u.a.r.r.u.u.D.u.u.a.A.R.R.R.u.u.U.R.r.D.R.U.R.U.u.R.R.r.U.U.U.u.u.R.W.R.r.u.r.r.u.U.R.R.R.U.R.R.U.W.R.r.R.R.R.u.U.R.A.D.r.a.r.u.r.F.u.u.u.r.r.r.R.D.r.r.U.R.R.u.D.R.R.r.r.u.r.u.r.R.R.R.u.r.r.R.U.U.R.r.r.u.U.R.R.R.R.R.u.U.U.R.R.r.R.D.u.R.U.U.R.A.R.R.U.D.u.r.u.U.R.R.U.U.U.S.U.r.u.r.u.A.D.u.u.r.U.A.U.u.S.B.b.d.R.R.R.U.U.U.U.R.D.r.v.U.s.R.R.U.v.U.S.U.U.r.U.R.V.R,R.R,U.R,W.R+R.R+U.R.R.d.R.R.R.R.R.U.S.v.R+R.R+R.R+R.R+R.R.U.R.R.D.S.r.U.V.R.U.U.r.U.R+R.R+R.v.S.U.r.R.d.R.R.R+R.R,R.U.S.S.b.b.d.R,R.R,U.R,R.R.R,R.R,S.U.s.r.U.R.U.R,R.U,U.R.R.d.V.u.U.u.R,U.R,U.R.R.A.R.U.R.R.U.U.w.r.r.u.U.S.r.U.R.U.U.U.S.s.R+R.R,R.R.r.u.R.R.r.u.r.u.R.R.U.R.U.U.A.U.u.U.R,R.R+W.R.R.D.R.U.S.R.U.R+R.R+R.R,R.V.U.V.R.r.u.u.u.D.s.u.U.U.u.A.D.U.U.U.U.U.u.a.V.R,R.R+R.U,U.U.U.R,R.R+R.R,U.R,R.R+R.R+R.R,U.R.R.D.S.R.U.U.U.R,R.U,r,R.U+U.D.R.R.R,U.R.R.d.S.r.U.R.U.R,R.R+R.R+R.R+R.R,U.R.R.u.R.R.D.R.U.R,R.R+R.R+R.U+R.R.R.u.D.U.u.u.R.U.R.R.U.R.U.r.U.U.R.R.U.D.D.S.A.U.R.U.R.U.D.A.U.U.S.B.R.R.D.r.A.u.U.U.a.A.d.r.S.u.U.U.S.r.U.s.S.A.S.R.U.r.R.U.r.u.V.U.r.R.R.R.U.V.S.u.V.R.V.R.s.U.u.U.R.U.S.R.R.R,U.R.R.u.R.R.u.R.U.U,U.u.u.R.S.r.r.V.U.U.S.S.R.V.R.U.U,U.u.U.U.S.R.R.R.R.U.R.U.R.s.R.S.V.u.U.D.u.U.U.S.V.s.S.a.R.D.U.V.A.r.V.V.R.V.U.s.S.B.U.R.R.U.s.R.S.U.r.S.S.R.V.R.U.R,R.S,S.s.d.R*U.S.u.A.U.U,S.S.b.b.d.",Normal-Grill
X.X0X.X.X+X.x.x.X.G.G.X.x.,Normal-Grill
Y00W.,Normal-Grill
z.F.Z00Z.Z.W.Z.,Normal-Grill
"Z.Z.Z.Z.Z.z.I.W.W.Z.Z*Z.Z.Z.Z.Z.I.Z.z.I.I.z.Z0Z.Z.z.I.Z.W.W.w.w.f.W.Z,Z.z.Z.I.I.Z+Z.z.I.Z.Z.Z,Z.Z.Z.Z.",Normal-Grill
"X.X+X.X,x.",Normal-Grill
"W00Z.Z,Z.Z+Z.",Normal-Grill
X.W00W.,Normal-Grill
"Y00W.w.X.X+X.X,X.X.X.",Normal-Grill
"X.X00X.X,X.",Normal-Grill
0Z*Z.Z.I.I.I.,Normal-Grill
"Z.Z.W.W.w.w.W.W.W.F.W.W.Z*Z.z.I.Z.Z*Z.Z.Z.z.Z*Z+Z.Z.Z.z.Z*Z.Z.Z.z.Z*Z.Z.Z.Z.z.Z*Z.Z.Z.Z.Z+Z*Z.Z.Z.z.Z*Z.Z.Z.I.Z,Z.Z.Z.Z.Z0Z.Z.i.I.z.Z*Z.i.z.I.Z*Z.Z.i.z.",Normal-Grill
"i.w.W.w.Z*Z.Z.z.Z.Z*Z.Z.Z.z.Z*Z.Z.Z.Z.Z*Z.Z.Z.Z.Y*Z,W*W.W+Z*I*Z.Z.Z.z.Z*Z.z.I.z.Z*Z.z.Z.Z.Z*Z.z.I.i.Z0Z.i.z.Z.Z*Z.Z.z.Z.Z.",Normal-Grill
W0Y.,Normal-Grill
z*z*z*z*z*Z0z*,Normal-Grill
z0Z+Z*z*Y+,Normal-Grill
z00I00,Normal-Grill
Z+Z*Z+z*z*I*z*z*z*z*,Normal-Grill
"X,Y.Y.Y.Y.Y.Y+Y.Y+Y.Y+Y.Y+Y.Y+Y.Y.Y*Y.Y+Y.Y+Y.Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+Y.Y+Y.Y.Y+y*Y.Y+H+Y.Y+Y.Y.Y+Y.Y+H+Y.Y*Y.Y+Y.Y.Y*Y.Y+Y.Y*Y.Y+Y.Y+Y.Y.Y+y+Y.Y+Y.Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+y,Y.y.Y.y.y.y.y,Y+Y.Y+Y.Y.Y+Y.Y+Y.Y+Y.Y+h+Y.Y.Y+Y.Y+Y.Y+Y.Y+h+Y.Y.Y+Y.Y*Y.Y+Y.Y+Y.Y+Y.Y.Y+Y.Y+H+Y.Y+Y.Y+Y.Y.Y+H+Y.Y+Y.Y+Y.Y+Y.Y.Y+y+Y.Y+Y.Y+H+Y.Y.Y+h+H+H+Y.Y+Y.Y.Y+Y.Y+Y.Y.Y+Y.Y.y.Y*Y.Y+Y.Y+h+Y.",Normal-Grill
y+y+y*y+h+H+H+y*,Normal-Grill
"y+y+H+y+H*H+H+y+H+H+H+h+H+y+h+y*y+H+y+y+h+H+y*y+y*y+y*y+H+H+y+y+H+y+y+H+H+H+h+H+h+h+y+y,y.Y.y.y.y,Y+y+H+h+H+H+h+h+H+y+H+h+H+y*y+h+H+H+H+H+H+H+H+H+y+H+y+H+y+y+y+H+H+h+H+H+y+H+y+y+Y.Y*y+H+h+",Normal-Grill
Z0W.,Normal-Grill
z*z0Z*,Normal-Grill
0z*,Normal-Grill
Z0,Normal-Grill
Z*z0,Normal-Grill
Z0Z*,Normal-Grill
z0z*Z+Z*z*I*z+Z*I*z*,Normal-Grill
z*Z00Z*z*Z*Z*,Normal-Grill
"Y0Y,Z00Z+Z*",Normal-Grill
"Y+y+y+H+y+H*H+H+y+H+H+H+h+G+y+h+y*y+y*y*y+y*y+y*y+Y*Y+y+H+H+H+y*y+H+Y,Y.y.y,Y+y+H+h+H+H+h+h+H+y+H+h+H+y*y+h+H+H+H+H+y*y+Y0Y+h+",Normal-Grill
z.,Normal-Grill
z.Z*W.W.W.W.W.X*X.Z.F.W.W.X0X.Z.W.W.W.,Normal-Grill
i0i0i0i0i0,Normal-Grill
0000,Normal-Grill
y.y.Y.w.W.w.,Normal-Grill
"Y.y.H.z.Z,Y.W.W.",Normal-Grill
"w.w.w.W00W.W.Z00Z.Y,Y.Z.z.W.F.W.W.W.",Normal-Grill
Y.w.F.F.f.,Normal-Grill
"Z000W.Z.Z.z.Z.Z.Z.Z.Z.W,W.w.w.W.W.W.w.F.F.W.",Normal-Grill
"Z.Y.Y.y.Y,Y.y.Z00w000W.F.f.",Normal-Grill
"W.F.F.W.Z*z00H00Y.z.y.F.W.W*Z.W.W.w.w.W,W.w.F.F.W,W.w.W.w.",Normal-Grill
0z0,Normal-Grill
000Z.z.Z.Z.i.z.I.Z.Z.Z.,Normal-Grill
"Z.Z.Z.i.I.I.Z.Z.Z.W,",Normal-Grill
W.W.W.w.Z*z*W0000W.,Normal-Grill
X.X.X.H.X.x.Y.,Normal-Grill
"Y.Y.Y.y.Z,Y.y.Z.Y.z.y.I.Y,",Normal-Grill
h0h0h0i0,Normal-Grill
w.W.W.w.Z+Z00Z.w.W.W.W.Z+z*W.W.w.w.z.Z+w+W.W.Z.z.w.,Normal-Grill
z*I*I*z*w0Z*Z*z*z*,Normal-Grill
i0i0i0i0f0,Normal-Grill
H.y.,Normal-Grill
0I00,Normal-Grill
I0Z.Z.z.i.Z.Z*z0,Normal-Grill
0z00,Normal-Grill
Z.Z0,Normal-Grill
"Z,Z*",Normal-Grill
Y.h.w.Y*,Normal-Grill
w.Z*Z.Z.I.,Normal-Grill
z00,Normal-Grill
